"","nUsers","pixels"
"1860",5,579
"1861",5,572
"1862",5,661
"1863",5,625
"1864",5,605
"1865",5,729
"1866",5,764
"1867",5,563
"1868",5,655
"1869",5,676
"1870",5,647
"1871",5,648
"1872",5,745
"1873",5,530
"1874",5,645
"1875",5,641
"1876",5,640
"1877",5,654
"1878",5,796
"1879",5,591
"1880",5,578
"1881",5,681
"1882",5,682
"1883",5,496
"1884",5,490
"1885",5,563
"1886",5,577
"1887",5,473
"1888",5,529
"1889",5,555
"1890",5,527
"1891",5,525
"1892",5,597
"1893",5,451
"1894",5,512
"1895",5,510
"1896",5,520
"1897",5,504
"1898",5,583
"1899",5,498
"1900",5,496
"1901",5,561
"1902",5,556
"1903",5,507
"1904",5,599
"1905",5,588
"1906",5,577
"1907",5,564
"1908",5,695
"1909",5,547
"1910",5,542
"1911",5,627
"1912",5,610
"1913",5,519
"1914",5,506
"1915",5,603
"1916",5,598
"1917",5,563
"1918",5,612
"1919",5,717
"1920",5,678
"1921",5,662
"1922",5,651
"1923",5,695
"1924",5,729
"1925",5,573
"1926",5,560
"1927",5,544
"1928",5,535
"1929",5,589
"1930",5,598
"1931",5,657
"1932",5,629
"1933",5,617
"1934",5,664
"1935",5,682
"1936",5,586
"1937",5,590
"1938",5,649
"1939",5,645
"1940",5,568
"1941",5,609
"1942",5,629
"1943",5,617
"1944",5,617
"1945",5,675
"1946",5,627
"1947",5,615
"1948",5,587
"1949",5,581
"1950",5,652
"1951",5,665
"1952",5,719
"1953",5,673
"1954",5,672
"1955",5,733
"1956",5,761
"1957",5,635
"1958",5,633
"1959",5,765
"1960",5,764
"1961",5,602
"1962",5,673
"1963",5,689
"1964",5,677
"1965",5,692
"1966",5,807
"1967",5,579
"1968",5,545
"1969",5,545
"1970",5,601
"1971",5,612
"1972",5,523
"1973",5,530
"1974",5,602
"1975",5,600
"1976",5,505
"1977",5,558
"1978",5,573
"1979",5,569
"1980",5,569
"1981",5,641
"1982",5,596
"1983",5,608
"1984",5,687
"1985",5,681
"1986",5,571
"1987",5,617
"1988",5,632
"1989",5,640
"1990",5,637
"1991",5,707
"1992",5,534
"1993",5,605
"1994",5,605
"1995",5,616
"1996",5,604
"1997",5,733
"1998",5,572
"1999",5,573
"2000",5,649
"2001",5,651
"2002",5,573
"2003",5,557
"2004",5,546
"2005",5,537
"2006",5,591
"2007",5,602
"2008",5,639
"2009",5,626
"2010",5,609
"2011",5,648
"2012",5,674
"2013",5,578
"2014",5,583
"2015",5,632
"2016",5,635
"2017",5,565
"2018",5,604
"2019",5,625
"2020",5,612
"2021",5,614
"2022",5,673
"2023",5,529
"2024",5,515
"2025",5,506
"2026",5,550
"2027",5,561
"2028",5,490
"2029",5,495
"2030",5,545
"2031",5,543
"2032",5,475
"2033",5,520
"2034",5,534
"2035",5,527
"2036",5,521
"2037",5,578
"2038",5,558
"2039",5,563
"2040",5,617
"2041",5,611
"2042",5,539
"2043",5,576
"2044",5,593
"2045",5,584
"2046",5,580
"2047",5,631
"2048",5,507
"2049",5,549
"2050",5,553
"2051",5,565
"2052",5,552
"2053",5,612
"2054",5,539
"2055",5,538
"2056",5,588
"2057",5,589
"2058",5,579
"2059",5,552
"2060",5,543
"2061",5,603
"2062",5,616
"2063",5,527
"2064",5,525
"2065",5,600
"2066",5,598
"2067",5,508
"2068",5,565
"2069",5,582
"2070",5,567
"2071",5,566
"2072",5,646
"2073",5,598
"2074",5,598
"2075",5,682
"2076",5,688
"2077",5,566
"2078",5,622
"2079",5,638
"2080",5,631
"2081",5,632
"2082",5,709
"2083",5,529
"2084",5,609
"2085",5,609
"2086",5,607
"2087",5,599
"2088",5,744
"2089",5,570
"2090",5,570
"2091",5,657
"2092",5,644
"2093",5,499
"2094",5,503
"2095",5,565
"2096",5,564
"2097",5,478
"2098",5,526
"2099",5,539
"2100",5,533
"2101",5,530
"2102",5,592
"2103",5,453
"2104",5,512
"2105",5,513
"2106",5,521
"2107",5,512
"2108",5,589
"2109",5,491
"2110",5,491
"2111",5,551
"2112",5,555
"2113",5,515
"2114",5,573
"2115",5,572
"2116",5,585
"2117",5,571
"2118",5,658
"2119",5,544
"2120",5,540
"2121",5,605
"2122",5,607
"2123",5,511
"2124",5,505
"2125",5,588
"2126",5,583
"2127",5,549
"2128",5,599
"2129",5,585
"2130",5,582
"2131",5,559
"2132",5,620
"2133",5,642
"2134",5,681
"2135",5,662
"2136",5,636
"2137",5,686
"2138",5,721
"2139",5,622
"2140",5,616
"2141",5,679
"2142",5,687
"2143",5,599
"2144",5,645
"2145",5,682
"2146",5,636
"2147",5,652
"2148",5,717
"2149",5,552
"2150",5,549
"2151",5,521
"2152",5,568
"2153",5,595
"2154",5,513
"2155",5,509
"2156",5,566
"2157",5,573
"2158",5,495
"2159",5,550
"2160",5,573
"2161",5,541
"2162",5,542
"2163",5,608
"2164",5,591
"2165",5,584
"2166",5,656
"2167",5,664
"2168",5,562
"2169",5,608
"2170",5,635
"2171",5,601
"2172",5,605
"2173",5,674
"2174",5,534
"2175",5,583
"2176",5,598
"2177",5,584
"2178",5,582
"2179",5,657
"2180",5,559
"2181",5,572
"2182",5,632
"2183",5,611
"2184",5,623
"2185",5,593
"2186",5,583
"2187",5,643
"2188",5,680
"2189",5,567
"2190",5,566
"2191",5,649
"2192",5,650
"2193",5,549
"2194",5,612
"2195",5,640
"2196",5,607
"2197",5,612
"2198",5,697
"2199",5,660
"2200",5,654
"2201",5,761
"2202",5,753
"2203",5,617
"2204",5,693
"2205",5,701
"2206",5,694
"2207",5,695
"2208",5,769
"2209",5,590
"2210",5,688
"2211",5,674
"2212",5,680
"2213",5,671
"2214",5,811
"2215",5,634
"2216",5,632
"2217",5,723
"2218",5,709
"2219",5,523
"2220",5,532
"2221",5,595
"2222",5,603
"2223",5,505
"2224",5,552
"2225",5,582
"2226",5,561
"2227",5,565
"2228",5,624
"2229",5,483
"2230",5,547
"2231",5,549
"2232",5,564
"2233",5,553
"2234",5,635
"2235",5,525
"2236",5,527
"2237",5,592
"2238",5,594
"2239",5,552
"2240",5,629
"2241",5,614
"2242",5,629
"2243",5,613
"2244",5,717
"2245",5,585
"2246",5,583
"2247",5,651
"2248",5,653
"2249",5,555
"2250",5,554
"2251",5,642
"2252",5,639
"2253",5,596
"2254",5,571
"2255",5,544
"2256",5,523
"2257",5,567
"2258",5,624
"2259",5,515
"2260",5,511
"2261",5,566
"2262",5,591
"2263",5,500
"2264",5,555
"2265",5,577
"2266",5,545
"2267",5,546
"2268",5,612
"2269",5,583
"2270",5,576
"2271",5,635
"2272",5,686
"2273",5,558
"2274",5,602
"2275",5,630
"2276",5,595
"2277",5,602
"2278",5,661
"2279",5,529
"2280",5,578
"2281",5,593
"2282",5,589
"2283",5,594
"2284",5,648
"2285",5,556
"2286",5,570
"2287",5,628
"2288",5,615
"2289",5,484
"2290",5,484
"2291",5,531
"2292",5,560
"2293",5,468
"2294",5,511
"2295",5,535
"2296",5,507
"2297",5,508
"2298",5,558
"2299",5,445
"2300",5,497
"2301",5,501
"2302",5,499
"2303",5,494
"2304",5,552
"2305",5,481
"2306",5,484
"2307",5,541
"2308",5,529
"2309",5,506
"2310",5,555
"2311",5,560
"2312",5,559
"2313",5,549
"2314",5,623
"2315",5,530
"2316",5,532
"2317",5,590
"2318",5,575
"2319",5,500
"2320",5,507
"2321",5,562
"2322",5,559
"2323",5,539
"2324",5,528
"2325",5,528
"2326",5,593
"2327",5,621
"2328",5,508
"2329",5,560
"2330",5,590
"2331",5,559
"2332",5,565
"2333",5,626
"2334",5,484
"2335",5,555
"2336",5,554
"2337",5,550
"2338",5,541
"2339",5,623
"2340",5,528
"2341",5,531
"2342",5,602
"2343",5,585
"2344",5,556
"2345",5,640
"2346",5,629
"2347",5,628
"2348",5,618
"2349",5,724
"2350",5,590
"2351",5,589
"2352",5,669
"2353",5,657
"2354",5,560
"2355",5,560
"2356",5,657
"2357",5,647
"2358",5,602
"2359",5,457
"2360",5,511
"2361",5,514
"2362",5,516
"2363",5,512
"2364",5,581
"2365",5,489
"2366",5,490
"2367",5,545
"2368",5,543
"2369",5,471
"2370",5,463
"2371",5,533
"2372",5,537
"2373",5,507
"2374",5,531
"2375",5,524
"2376",5,603
"2377",5,594
"2378",5,561
"2379",5,528
"2380",6,659
"2381",6,539
"2382",6,627
"2383",6,578
"2384",6,577
"2385",6,568
"2386",6,618
"2387",6,643
"2388",6,595
"2389",6,683
"2390",6,636
"2391",6,610
"2392",6,633
"2393",6,692
"2394",6,739
"2395",6,554
"2396",6,524
"2397",6,513
"2398",6,516
"2399",6,571
"2400",6,585
"2401",6,606
"2402",6,577
"2403",6,583
"2404",6,642
"2405",6,667
"2406",6,530
"2407",6,539
"2408",6,611
"2409",6,621
"2410",6,524
"2411",6,580
"2412",6,596
"2413",6,594
"2414",6,616
"2415",6,680
"2416",6,548
"2417",6,625
"2418",6,571
"2419",6,581
"2420",6,565
"2421",6,618
"2422",6,644
"2423",6,514
"2424",6,488
"2425",6,488
"2426",6,480
"2427",6,528
"2428",6,538
"2429",6,559
"2430",6,554
"2431",6,540
"2432",6,586
"2433",6,609
"2434",6,506
"2435",6,503
"2436",6,555
"2437",6,559
"2438",6,500
"2439",6,549
"2440",6,562
"2441",6,547
"2442",6,552
"2443",6,610
"2444",6,564
"2445",6,532
"2446",6,524
"2447",6,520
"2448",6,586
"2449",6,601
"2450",6,606
"2451",6,584
"2452",6,578
"2453",6,645
"2454",6,671
"2455",6,532
"2456",6,534
"2457",6,618
"2458",6,626
"2459",6,520
"2460",6,586
"2461",6,603
"2462",6,593
"2463",6,613
"2464",6,694
"2465",6,510
"2466",6,492
"2467",6,486
"2468",6,544
"2469",6,556
"2470",6,459
"2471",6,460
"2472",6,519
"2473",6,522
"2474",6,455
"2475",6,502
"2476",6,517
"2477",6,506
"2478",6,511
"2479",6,577
"2480",6,520
"2481",6,517
"2482",6,590
"2483",6,593
"2484",6,496
"2485",6,555
"2486",6,570
"2487",6,559
"2488",6,566
"2489",6,636
"2490",6,458
"2491",6,518
"2492",6,522
"2493",6,525
"2494",6,521
"2495",6,607
"2496",6,508
"2497",6,512
"2498",6,579
"2499",6,580
"2500",6,580
"2501",6,659
"2502",6,611
"2503",6,615
"2504",6,590
"2505",6,658
"2506",6,690
"2507",6,535
"2508",6,513
"2509",6,516
"2510",6,497
"2511",6,556
"2512",6,571
"2513",6,597
"2514",6,579
"2515",6,560
"2516",6,617
"2517",6,648
"2518",6,536
"2519",6,521
"2520",6,588
"2521",6,601
"2522",6,522
"2523",6,586
"2524",6,600
"2525",6,566
"2526",6,575
"2527",6,651
"2528",6,603
"2529",6,573
"2530",6,568
"2531",6,559
"2532",6,632
"2533",6,649
"2534",6,680
"2535",6,633
"2536",6,633
"2537",6,717
"2538",6,733
"2539",6,587
"2540",6,590
"2541",6,690
"2542",6,691
"2543",6,573
"2544",6,651
"2545",6,659
"2546",6,654
"2547",6,676
"2548",6,759
"2549",6,541
"2550",6,519
"2551",6,517
"2552",6,576
"2553",6,591
"2554",6,491
"2555",6,491
"2556",6,555
"2557",6,558
"2558",6,487
"2559",6,543
"2560",6,555
"2561",6,542
"2562",6,544
"2563",6,615
"2564",6,561
"2565",6,557
"2566",6,651
"2567",6,649
"2568",6,537
"2569",6,600
"2570",6,609
"2571",6,604
"2572",6,607
"2573",6,685
"2574",6,496
"2575",6,567
"2576",6,564
"2577",6,575
"2578",6,565
"2579",6,659
"2580",6,553
"2581",6,553
"2582",6,629
"2583",6,626
"2584",6,565
"2585",6,528
"2586",6,522
"2587",6,501
"2588",6,565
"2589",6,603
"2590",6,615
"2591",6,580
"2592",6,556
"2593",6,611
"2594",6,681
"2595",6,533
"2596",6,519
"2597",6,585
"2598",6,622
"2599",6,518
"2600",6,586
"2601",6,601
"2602",6,567
"2603",6,574
"2604",6,653
"2605",6,504
"2606",6,484
"2607",6,470
"2608",6,516
"2609",6,556
"2610",6,457
"2611",6,450
"2612",6,498
"2613",6,518
"2614",6,449
"2615",6,504
"2616",6,515
"2617",6,490
"2618",6,491
"2619",6,555
"2620",6,515
"2621",6,504
"2622",6,565
"2623",6,609
"2624",6,494
"2625",6,549
"2626",6,565
"2627",6,535
"2628",6,544
"2629",6,606
"2630",6,458
"2631",6,517
"2632",6,522
"2633",6,509
"2634",6,506
"2635",6,578
"2636",6,507
"2637",6,509
"2638",6,579
"2639",6,556
"2640",6,575
"2641",6,529
"2642",6,519
"2643",6,587
"2644",6,626
"2645",6,505
"2646",6,490
"2647",6,564
"2648",6,578
"2649",6,491
"2650",6,555
"2651",6,567
"2652",6,544
"2653",6,548
"2654",6,632
"2655",6,564
"2656",6,552
"2657",6,652
"2658",6,677
"2659",6,532
"2660",6,606
"2661",6,616
"2662",6,602
"2663",6,603
"2664",6,685
"2665",6,491
"2666",6,582
"2667",6,571
"2668",6,577
"2669",6,567
"2670",6,668
"2671",6,551
"2672",6,549
"2673",6,640
"2674",6,628
"2675",6,471
"2676",6,466
"2677",6,531
"2678",6,549
"2679",6,454
"2680",6,508
"2681",6,521
"2682",6,505
"2683",6,508
"2684",6,574
"2685",6,428
"2686",6,486
"2687",6,486
"2688",6,483
"2689",6,476
"2690",6,547
"2691",6,476
"2692",6,479
"2693",6,541
"2694",6,530
"2695",6,477
"2696",6,547
"2697",6,546
"2698",6,541
"2699",6,531
"2700",6,625
"2701",6,518
"2702",6,519
"2703",6,590
"2704",6,580
"2705",6,484
"2706",6,477
"2707",6,557
"2708",6,549
"2709",6,535
"2710",6,564
"2711",6,650
"2712",6,603
"2713",6,607
"2714",6,591
"2715",6,632
"2716",6,662
"2717",6,531
"2718",6,513
"2719",6,506
"2720",6,499
"2721",6,545
"2722",6,556
"2723",6,589
"2724",6,578
"2725",6,569
"2726",6,603
"2727",6,629
"2728",6,537
"2729",6,531
"2730",6,578
"2731",6,587
"2732",6,525
"2733",6,566
"2734",6,583
"2735",6,563
"2736",6,574
"2737",6,626
"2738",6,579
"2739",6,558
"2740",6,546
"2741",6,540
"2742",6,602
"2743",6,616
"2744",6,639
"2745",6,616
"2746",6,614
"2747",6,664
"2748",6,692
"2749",6,568
"2750",6,568
"2751",6,649
"2752",6,661
"2753",6,551
"2754",6,607
"2755",6,626
"2756",6,615
"2757",6,638
"2758",6,714
"2759",6,531
"2760",6,507
"2761",6,510
"2762",6,561
"2763",6,571
"2764",6,485
"2765",6,485
"2766",6,545
"2767",6,548
"2768",6,475
"2769",6,522
"2770",6,536
"2771",6,525
"2772",6,531
"2773",6,593
"2774",6,547
"2775",6,554
"2776",6,613
"2777",6,620
"2778",6,527
"2779",6,569
"2780",6,585
"2781",6,586
"2782",6,595
"2783",6,654
"2784",6,488
"2785",6,542
"2786",6,549
"2787",6,552
"2788",6,551
"2789",6,637
"2790",6,526
"2791",6,534
"2792",6,597
"2793",6,601
"2794",6,535
"2795",6,514
"2796",6,511
"2797",6,501
"2798",6,551
"2799",6,564
"2800",6,580
"2801",6,578
"2802",6,564
"2803",6,597
"2804",6,624
"2805",6,532
"2806",6,525
"2807",6,571
"2808",6,579
"2809",6,522
"2810",6,564
"2811",6,582
"2812",6,560
"2813",6,570
"2814",6,626
"2815",6,492
"2816",6,480
"2817",6,478
"2818",6,516
"2819",6,528
"2820",6,457
"2821",6,460
"2822",6,502
"2823",6,506
"2824",6,448
"2825",6,490
"2826",6,503
"2827",6,492
"2828",6,494
"2829",6,544
"2830",6,515
"2831",6,517
"2832",6,557
"2833",6,565
"2834",6,501
"2835",6,536
"2836",6,554
"2837",6,539
"2838",6,549
"2839",6,592
"2840",6,466
"2841",6,507
"2842",6,515
"2843",6,513
"2844",6,512
"2845",6,565
"2846",6,501
"2847",6,506
"2848",6,556
"2849",6,552
"2850",6,537
"2851",6,517
"2852",6,510
"2853",6,569
"2854",6,581
"2855",6,492
"2856",6,485
"2857",6,553
"2858",6,555
"2859",6,478
"2860",6,532
"2861",6,548
"2862",6,528
"2863",6,533
"2864",6,607
"2865",6,549
"2866",6,546
"2867",6,614
"2868",6,620
"2869",6,522
"2870",6,574
"2871",6,591
"2872",6,581
"2873",6,589
"2874",6,657
"2875",6,482
"2876",6,546
"2877",6,552
"2878",6,549
"2879",6,545
"2880",6,647
"2881",6,523
"2882",6,530
"2883",6,604
"2884",6,599
"2885",6,467
"2886",6,470
"2887",6,527
"2888",6,529
"2889",6,450
"2890",6,496
"2891",6,508
"2892",6,501
"2893",6,503
"2894",6,562
"2895",6,425
"2896",6,478
"2897",6,482
"2898",6,479
"2899",6,476
"2900",6,544
"2901",6,462
"2902",6,468
"2903",6,522
"2904",6,520
"2905",6,475
"2906",6,525
"2907",6,531
"2908",6,535
"2909",6,531
"2910",6,605
"2911",6,502
"2912",6,507
"2913",6,565
"2914",6,570
"2915",6,469
"2916",6,469
"2917",6,536
"2918",6,535
"2919",6,514
"2920",6,555
"2921",6,538
"2922",6,543
"2923",6,521
"2924",6,578
"2925",6,597
"2926",6,615
"2927",6,606
"2928",6,587
"2929",6,626
"2930",6,662
"2931",6,566
"2932",6,548
"2933",6,603
"2934",6,621
"2935",6,549
"2936",6,601
"2937",6,626
"2938",6,580
"2939",6,599
"2940",6,664
"2941",6,511
"2942",6,499
"2943",6,492
"2944",6,531
"2945",6,550
"2946",6,479
"2947",6,472
"2948",6,519
"2949",6,531
"2950",6,468
"2951",6,519
"2952",6,535
"2953",6,505
"2954",6,513
"2955",6,570
"2956",6,541
"2957",6,535
"2958",6,585
"2959",6,603
"2960",6,522
"2961",6,561
"2962",6,583
"2963",6,554
"2964",6,571
"2965",6,623
"2966",6,486
"2967",6,534
"2968",6,548
"2969",6,527
"2970",6,533
"2971",6,598
"2972",6,519
"2973",6,533
"2974",6,593
"2975",6,571
"2976",6,570
"2977",6,546
"2978",6,546
"2979",6,603
"2980",6,619
"2981",6,526
"2982",6,517
"2983",6,588
"2984",6,594
"2985",6,515
"2986",6,573
"2987",6,589
"2988",6,562
"2989",6,572
"2990",6,647
"2991",6,592
"2992",6,592
"2993",6,677
"2994",6,674
"2995",6,569
"2996",6,626
"2997",6,636
"2998",6,634
"2999",6,639
"3000",6,707
"3001",6,525
"3002",6,597
"3003",6,598
"3004",6,599
"3005",6,598
"3006",6,694
"3007",6,578
"3008",6,579
"3009",6,657
"3010",6,650
"3011",6,489
"3012",6,495
"3013",6,552
"3014",6,559
"3015",6,477
"3016",6,521
"3017",6,535
"3018",6,528
"3019",6,535
"3020",6,590
"3021",6,451
"3022",6,507
"3023",6,510
"3024",6,507
"3025",6,503
"3026",6,572
"3027",6,492
"3028",6,500
"3029",6,557
"3030",6,548
"3031",6,508
"3032",6,563
"3033",6,564
"3034",6,573
"3035",6,567
"3036",6,649
"3037",6,539
"3038",6,546
"3039",6,603
"3040",6,609
"3041",6,504
"3042",6,504
"3043",6,574
"3044",6,575
"3045",6,552
"3046",6,532
"3047",6,508
"3048",6,494
"3049",6,536
"3050",6,588
"3051",6,484
"3052",6,473
"3053",6,524
"3054",6,552
"3055",6,473
"3056",6,527
"3057",6,545
"3058",6,508
"3059",6,516
"3060",6,579
"3061",6,537
"3062",6,529
"3063",6,577
"3064",6,629
"3065",6,518
"3066",6,561
"3067",6,585
"3068",6,551
"3069",6,567
"3070",6,619
"3071",6,481
"3072",6,535
"3073",6,547
"3074",6,527
"3075",6,532
"3076",6,594
"3077",6,516
"3078",6,531
"3079",6,595
"3080",6,571
"3081",6,453
"3082",6,456
"3083",6,495
"3084",6,526
"3085",6,443
"3086",6,483
"3087",6,500
"3088",6,480
"3089",6,487
"3090",6,530
"3091",6,419
"3092",6,467
"3093",6,474
"3094",6,463
"3095",6,465
"3096",6,514
"3097",6,455
"3098",6,464
"3099",6,517
"3100",6,501
"3101",6,468
"3102",6,509
"3103",6,520
"3104",6,513
"3105",6,516
"3106",6,574
"3107",6,492
"3108",6,503
"3109",6,554
"3110",6,544
"3111",6,461
"3112",6,469
"3113",6,524
"3114",6,517
"3115",6,509
"3116",6,498
"3117",6,494
"3118",6,561
"3119",6,587
"3120",6,480
"3121",6,532
"3122",6,550
"3123",6,529
"3124",6,537
"3125",6,602
"3126",6,453
"3127",6,519
"3128",6,520
"3129",6,506
"3130",6,503
"3131",6,582
"3132",6,496
"3133",6,504
"3134",6,570
"3135",6,551
"3136",6,503
"3137",6,568
"3138",6,573
"3139",6,570
"3140",6,563
"3141",6,648
"3142",6,535
"3143",6,543
"3144",6,615
"3145",6,606
"3146",6,502
"3147",6,501
"3148",6,583
"3149",6,577
"3150",6,549
"3151",6,431
"3152",6,482
"3153",6,487
"3154",6,485
"3155",6,484
"3156",6,549
"3157",6,462
"3158",6,469
"3159",6,521
"3160",6,519
"3161",6,440
"3162",6,438
"3163",6,500
"3164",6,492
"3165",6,481
"3166",6,485
"3167",6,487
"3168",6,550
"3169",6,550
"3170",6,522
"3171",6,484
"3172",6,571
"3173",6,662
"3174",6,609
"3175",6,603
"3176",6,588
"3177",6,642
"3178",6,672
"3179",6,542
"3180",6,518
"3181",6,510
"3182",6,498
"3183",6,549
"3184",6,557
"3185",6,598
"3186",6,582
"3187",6,561
"3188",6,616
"3189",6,641
"3190",6,532
"3191",6,527
"3192",6,589
"3193",6,590
"3194",6,518
"3195",6,569
"3196",6,583
"3197",6,567
"3198",6,566
"3199",6,628
"3200",6,588
"3201",6,558
"3202",6,539
"3203",6,539
"3204",6,598
"3205",6,610
"3206",6,650
"3207",6,607
"3208",6,605
"3209",6,676
"3210",6,704
"3211",6,555
"3212",6,562
"3213",6,664
"3214",6,666
"3215",6,543
"3216",6,603
"3217",6,620
"3218",6,617
"3219",6,630
"3220",6,718
"3221",6,539
"3222",6,512
"3223",6,505
"3224",6,564
"3225",6,574
"3226",6,478
"3227",6,483
"3228",6,543
"3229",6,541
"3230",6,471
"3231",6,514
"3232",6,529
"3233",6,525
"3234",6,524
"3235",6,585
"3236",6,545
"3237",6,543
"3238",6,625
"3239",6,625
"3240",6,518
"3241",6,574
"3242",6,589
"3243",6,581
"3244",6,583
"3245",6,659
"3246",6,481
"3247",6,540
"3248",6,540
"3249",6,552
"3250",6,542
"3251",6,643
"3252",6,529
"3253",6,526
"3254",6,590
"3255",6,596
"3256",6,543
"3257",6,516
"3258",6,512
"3259",6,501
"3260",6,552
"3261",6,562
"3262",6,587
"3263",6,579
"3264",6,557
"3265",6,607
"3266",6,634
"3267",6,524
"3268",6,522
"3269",6,579
"3270",6,580
"3271",6,514
"3272",6,564
"3273",6,579
"3274",6,565
"3275",6,563
"3276",6,624
"3277",6,498
"3278",6,490
"3279",6,473
"3280",6,520
"3281",6,531
"3282",6,458
"3283",6,458
"3284",6,504
"3285",6,502
"3286",6,447
"3287",6,490
"3288",6,502
"3289",6,492
"3290",6,485
"3291",6,539
"3292",6,516
"3293",6,509
"3294",6,568
"3295",6,570
"3296",6,495
"3297",6,544
"3298",6,559
"3299",6,538
"3300",6,538
"3301",6,595
"3302",6,461
"3303",6,510
"3304",6,509
"3305",6,515
"3306",6,503
"3307",6,565
"3308",6,505
"3309",6,498
"3310",6,552
"3311",6,547
"3312",6,540
"3313",6,518
"3314",6,505
"3315",6,567
"3316",6,579
"3317",6,481
"3318",6,483
"3319",6,546
"3320",6,543
"3321",6,474
"3322",6,520
"3323",6,537
"3324",6,528
"3325",6,526
"3326",6,594
"3327",6,546
"3328",6,537
"3329",6,627
"3330",6,635
"3331",6,513
"3332",6,578
"3333",6,594
"3334",6,576
"3335",6,579
"3336",6,661
"3337",6,475
"3338",6,543
"3339",6,542
"3340",6,552
"3341",6,543
"3342",6,651
"3343",6,526
"3344",6,522
"3345",6,596
"3346",6,595
"3347",6,468
"3348",6,464
"3349",6,527
"3350",6,526
"3351",6,447
"3352",6,495
"3353",6,509
"3354",6,496
"3355",6,493
"3356",6,557
"3357",6,422
"3358",6,469
"3359",6,471
"3360",6,477
"3361",6,468
"3362",6,533
"3363",6,461
"3364",6,461
"3365",6,510
"3366",6,514
"3367",6,468
"3368",6,532
"3369",6,532
"3370",6,529
"3371",6,520
"3372",6,610
"3373",6,503
"3374",6,499
"3375",6,567
"3376",6,560
"3377",6,471
"3378",6,462
"3379",6,531
"3380",6,529
"3381",6,512
"3382",6,567
"3383",6,543
"3384",6,543
"3385",6,521
"3386",6,582
"3387",6,599
"3388",6,627
"3389",6,611
"3390",6,581
"3391",6,644
"3392",6,677
"3393",6,558
"3394",6,546
"3395",6,619
"3396",6,623
"3397",6,538
"3398",6,604
"3399",6,624
"3400",6,588
"3401",6,591
"3402",6,670
"3403",6,521
"3404",6,514
"3405",6,487
"3406",6,539
"3407",6,558
"3408",6,478
"3409",6,472
"3410",6,526
"3411",6,531
"3412",6,463
"3413",6,519
"3414",6,533
"3415",6,508
"3416",6,504
"3417",6,570
"3418",6,547
"3419",6,529
"3420",6,606
"3421",6,621
"3422",6,515
"3423",6,575
"3424",6,594
"3425",6,555
"3426",6,560
"3427",6,637
"3428",6,479
"3429",6,543
"3430",6,544
"3431",6,532
"3432",6,524
"3433",6,609
"3434",6,525
"3435",6,521
"3436",6,595
"3437",6,569
"3438",6,577
"3439",6,556
"3440",6,539
"3441",6,605
"3442",6,634
"3443",6,519
"3444",6,520
"3445",6,592
"3446",6,588
"3447",6,511
"3448",6,567
"3449",6,591
"3450",6,569
"3451",6,566
"3452",6,644
"3453",6,602
"3454",6,588
"3455",6,696
"3456",6,687
"3457",6,558
"3458",6,637
"3459",6,650
"3460",6,634
"3461",6,629
"3462",6,714
"3463",6,523
"3464",6,614
"3465",6,597
"3466",6,615
"3467",6,599
"3468",6,713
"3469",6,581
"3470",6,572
"3471",6,658
"3472",6,655
"3473",6,490
"3474",6,489
"3475",6,555
"3476",6,557
"3477",6,471
"3478",6,521
"3479",6,545
"3480",6,524
"3481",6,522
"3482",6,587
"3483",6,450
"3484",6,504
"3485",6,503
"3486",6,517
"3487",6,501
"3488",6,573
"3489",6,495
"3490",6,493
"3491",6,551
"3492",6,550
"3493",6,504
"3494",6,583
"3495",6,571
"3496",6,571
"3497",6,556
"3498",6,664
"3499",6,542
"3500",6,537
"3501",6,609
"3502",6,602
"3503",6,515
"3504",6,502
"3505",6,583
"3506",6,580
"3507",6,557
"3508",6,529
"3509",6,511
"3510",6,489
"3511",6,537
"3512",6,581
"3513",6,477
"3514",6,475
"3515",6,525
"3516",6,540
"3517",6,466
"3518",6,520
"3519",6,536
"3520",6,513
"3521",6,508
"3522",6,573
"3523",6,538
"3524",6,524
"3525",6,591
"3526",6,633
"3527",6,510
"3528",6,567
"3529",6,589
"3530",6,552
"3531",6,557
"3532",6,622
"3533",6,473
"3534",6,535
"3535",6,537
"3536",6,540
"3537",6,525
"3538",6,599
"3539",6,522
"3540",6,517
"3541",6,589
"3542",6,572
"3543",6,458
"3544",6,452
"3545",6,501
"3546",6,519
"3547",6,439
"3548",6,486
"3549",6,502
"3550",6,477
"3551",6,475
"3552",6,528
"3553",6,417
"3554",6,465
"3555",6,467
"3556",6,465
"3557",6,458
"3558",6,513
"3559",6,457
"3560",6,453
"3561",6,510
"3562",6,497
"3563",6,465
"3564",6,523
"3565",6,525
"3566",6,511
"3567",6,505
"3568",6,584
"3569",6,498
"3570",6,495
"3571",6,559
"3572",6,536
"3573",6,467
"3574",6,459
"3575",6,526
"3576",6,515
"3577",6,509
"3578",6,493
"3579",6,488
"3580",6,560
"3581",6,575
"3582",6,473
"3583",6,526
"3584",6,552
"3585",6,525
"3586",6,522
"3587",6,591
"3588",6,452
"3589",6,510
"3590",6,507
"3591",6,514
"3592",6,499
"3593",6,574
"3594",6,499
"3595",6,496
"3596",6,558
"3597",6,551
"3598",6,500
"3599",6,592
"3600",6,584
"3601",6,577
"3602",6,563
"3603",6,670
"3604",6,541
"3605",6,535
"3606",6,618
"3607",6,604
